vessel_id,vessel_name,carrier,vessel_class,cargo_volume_teu,length_m,draft_m,berth_id,cranes_allocated,carrier_reported_eta,actual_arrival_time,departure_time,arrival_speed_knots,wind_speed_knots,tidal_restriction_flag,scheduled_dwell_hours,actual_dwell_hours,delay_minutes,delay_cause,shift_id,eta_bias_hours
IMO9300088,HMM Feeder 0088,HMM,Feeder,1948,164.4,9.0,B-10,2,2025-07-03T17:12:05.493546+00:00,2025-07-03T19:03:05.493546+00:00,2025-07-04T18:09:05.493546+00:00,18.6,18.2,0,19.3,23.1,226,WEATHER,SHIFT_B (14:00-22:00),1.85
IMO9300089,HMM Feeder 0089,HMM,Feeder,1495,172.2,7.8,B-09,2,2026-09-13T18:57:00.586256+00:00,2026-09-13T21:13:48.586256+00:00,2026-09-14T18:01:48.586256+00:00,12.8,13.3,0,20.5,20.8,0,NONE,SHIFT_B (14:00-22:00),2.28
IMO9300090,KMTC Feeder 0090,KMTC,Feeder,1438,157.2,7.4,B-10,2,2026-01-27T18:56:28.153900+00:00,2026-01-27T21:26:28.153900+00:00,2026-01-28T13:38:28.153900+00:00,11.4,28.9,1,15.8,16.2,0,NONE,SHIFT_B (14:00-22:00),2.5
IMO9300091,CMA CGM Feeder 0091,CMA CGM,Feeder,1794,146.3,8.7,B-10,2,2025-11-04T03:09:57.306147+00:00,2025-11-04T04:38:09.306147+00:00,2025-11-05T02:38:09.306147+00:00,17.5,6.9,0,16.8,22.0,309,CRANE_OUTAGE,SHIFT_C (22:00-06:00),1.47
IMO9300092,ZIM Panamax 0092,ZIM,Panamax,3224,223.2,10.8,B-04,3,2026-04-24T02:24:23.122552+00:00,2026-04-24T04:56:47.122552+00:00,2026-04-25T06:14:47.122552+00:00,14.8,29.2,1,26.1,25.3,0,NONE,SHIFT_C (22:00-06:00),2.54
IMO9300093,KMTC Panamax 0093,KMTC,Panamax,3942,232.3,10.8,B-06,3,2026-07-28T07:47:06.932825+00:00,2026-07-28T09:22:30.932825+00:00,2026-07-29T23:28:30.932825+00:00,14.1,3.0,0,38.1,38.1,0,NONE,SHIFT_A (06:00-14:00),1.59
IMO9300094,KMTC Post-Panamax 0094,KMTC,Post-Panamax,9160,314.5,13.3,B-02,4,2025-02-18T15:09:14.305099+00:00,2025-02-18T15:36:14.305099+00:00,2025-02-20T05:48:14.305099+00:00,16.5,17.7,0,37.7,38.2,0,NONE,SHIFT_B (14:00-22:00),0.45
IMO9300095,X-Press Feeders Feeder 0095,X-Press Feeders,Feeder,1435,161.4,8.0,B-10,2,2026-01-16T21:40:10.543439+00:00,2026-01-16T22:29:58.543439+00:00,2026-01-17T22:41:58.543439+00:00,15.4,15.4,0,20.5,24.2,223,YARD_CONGESTION,SHIFT_C (22:00-06:00),0.83
IMO9300096,Hapag-Lloyd Handymax 0096,Hapag-Lloyd,Handymax,2404,189.5,8.9,B-07,3,2025-07-11T18:09:33.323668+00:00,2025-07-11T19:46:45.323668+00:00,2025-07-13T00:04:45.323668+00:00,13.9,21.2,0,22.6,28.3,342,WEATHER,SHIFT_B (14:00-22:00),1.62
IMO9300097,SITC Panamax 0097,SITC,Panamax,4323,267.7,11.8,B-06,3,2026-06-01T13:39:09.097257+00:00,2026-06-01T15:38:33.097257+00:00,2026-06-02T23:02:33.097257+00:00,15.3,11.3,0,31.8,31.4,0,NONE,SHIFT_B (14:00-22:00),1.99
IMO9300098,MSC Panamax 0098,MSC,Panamax,3369,245.8,10.6,B-07,3,2025-10-20T06:16:48.028495+00:00,2025-10-20T09:13:48.028495+00:00,2025-10-21T10:31:48.028495+00:00,15.5,16.3,0,24.8,25.3,0,NONE,SHIFT_A (06:00-14:00),2.95
IMO9300099,Wan Hai Post-Panamax 0099,Wan Hai,Post-Panamax,7006,330.3,13.5,B-04,3,2026-07-05T17:06:52.263239+00:00,2026-07-05T19:28:28.263239+00:00,2026-07-07T14:58:28.263239+00:00,13.5,19.9,0,43.7,43.5,0,NONE,SHIFT_B (14:00-22:00),2.36
IMO9300100,Evergreen Panamax 0100,Evergreen,Panamax,4586,245.5,11.8,B-07,3,2025-03-09T22:55:37.074648+00:00,2025-03-10T00:30:25.074648+00:00,2025-03-11T09:42:25.074648+00:00,16.9,19.1,0,33.6,33.2,0,NONE,SHIFT_C (22:00-06:00),1.58
IMO9300101,X-Press Feeders Panamax 0101,X-Press Feeders,Panamax,3615,239.9,11.4,B-06,3,2026-07-21T13:00:31.014077+00:00,2026-07-21T13:04:07.014077+00:00,2026-07-22T18:28:07.014077+00:00,11.1,11.5,0,29.1,29.4,0,NONE,SHIFT_A (06:00-14:00),0.06
IMO9300102,X-Press Feeders Feeder 0102,X-Press Feeders,Feeder,1061,168.6,7.8,B-10,2,2025-04-30T11:54:05.162010+00:00,2025-04-30T11:54:05.162010+00:00,2025-05-01T06:30:05.162010+00:00,18.5,29.4,1,18.4,18.6,0,NONE,SHIFT_A (06:00-14:00),0.0
IMO9300103,Maersk Panamax 0103,Maersk,Panamax,3877,245.4,10.4,B-06,3,2024-11-05T08:02:57.445758+00:00,2024-11-05T08:30:33.445758+00:00,2024-11-06T22:54:33.445758+00:00,14.6,7.6,0,38.0,38.4,0,NONE,SHIFT_A (06:00-14:00),0.46
IMO9300104,MSC Neo-Panamax 0104,MSC,Neo-Panamax,11073,357.2,15.3,B-03,4,2025-12-21T03:11:10.337669+00:00,2025-12-21T07:03:58.337669+00:00,2025-12-23T01:21:58.337669+00:00,14.9,8.2,0,42.5,42.3,0,NONE,SHIFT_A (06:00-14:00),3.88
IMO9300105,Yang Ming Panamax 0105,Yang Ming,Panamax,4838,287.9,11.2,B-05,3,2025-08-29T23:04:49.444615+00:00,2025-08-29T23:58:13.444615+00:00,2025-08-31T14:10:13.444615+00:00,17.5,14.6,0,33.7,38.2,270,YARD_CONGESTION,SHIFT_C (22:00-06:00),0.89
IMO9300106,ZIM Panamax 0106,ZIM,Panamax,4714,274.5,11.0,B-05,3,2025-02-07T10:18:25.233057+00:00,2025-02-07T11:12:25.233057+00:00,2025-02-08T21:48:25.233057+00:00,15.4,22.4,0,34.0,34.6,0,NONE,SHIFT_A (06:00-14:00),0.9
IMO9300107,COSCO Panamax 0107,COSCO,Panamax,3510,269.8,11.0,B-06,3,2026-07-19T20:01:45.369665+00:00,2026-07-19T23:00:33.369665+00:00,2026-07-21T12:18:33.369665+00:00,16.2,15.5,0,32.7,37.3,275,YARD_CONGESTION,SHIFT_C (22:00-06:00),2.98
IMO9300108,Maersk Neo-Panamax 0108,Maersk,Neo-Panamax,13063,350.8,14.3,B-01,4,2025-12-14T08:04:06.268358+00:00,2025-12-14T08:53:54.268358+00:00,2025-12-16T17:41:54.268358+00:00,14.8,5.9,0,56.5,56.8,0,NONE,SHIFT_A (06:00-14:00),0.83
IMO9300109,Hapag-Lloyd Handymax 0109,Hapag-Lloyd,Handymax,2967,185.5,9.2,B-07,3,2025-03-21T04:42:57.145604+00:00,2025-03-21T04:42:57.145604+00:00,2025-03-22T07:18:57.145604+00:00,15.0,26.6,0,25.9,26.6,0,NONE,SHIFT_C (22:00-06:00),0.0
IMO9300110,KMTC Panamax 0110,KMTC,Panamax,4233,227.8,10.6,B-04,3,2026-08-14T19:50:50.964205+00:00,2026-08-14T21:19:38.964205+00:00,2026-08-16T02:13:38.964205+00:00,15.0,13.7,0,28.3,28.9,0,NONE,SHIFT_B (14:00-22:00),1.48
IMO9300111,Maersk Panamax 0111,Maersk,Panamax,3588,264.2,11.2,B-06,3,2025-11-13T08:17:15.821387+00:00,2025-11-13T08:55:39.821387+00:00,2025-11-14T17:07:39.821387+00:00,13.6,13.6,0,31.2,32.2,62,PILOT_UNAVAILABLE,SHIFT_A (06:00-14:00),0.64
IMO9300112,Maersk ULCV 0112,Maersk,ULCV,20338,379.3,15.4,B-02,4,2026-03-19T16:21:08.014062+00:00,2026-03-19T17:12:08.014062+00:00,2026-03-22T18:00:08.014062+00:00,12.9,2.8,0,72.4,72.8,0,NONE,SHIFT_B (14:00-22:00),0.85
IMO9300113,Wan Hai Post-Panamax 0113,Wan Hai,Post-Panamax,9273,306.7,13.2,B-02,4,2025-01-28T17:19:11.817399+00:00,2025-01-28T17:38:23.817399+00:00,2025-01-30T22:02:23.817399+00:00,9.9,14.8,0,47.5,52.4,294,CRANE_OUTAGE,SHIFT_B (14:00-22:00),0.32
IMO9300114,ONE Feeder 0114,ONE,Feeder,885,132.6,7.5,B-09,2,2024-11-15T14:56:05.468957+00:00,2024-11-15T16:56:41.468957+00:00,2024-11-16T11:38:41.468957+00:00,16.7,15.5,0,18.3,18.7,0,NONE,SHIFT_B (14:00-22:00),2.01
IMO9300115,PIL Feeder 0115,PIL,Feeder,2142,181.7,7.1,B-09,2,2026-03-05T14:28:50.087629+00:00,2026-03-05T16:47:26.087629+00:00,2026-03-06T05:23:26.087629+00:00,12.7,13.3,0,13.3,12.6,0,NONE,SHIFT_B (14:00-22:00),2.31
IMO9300116,PIL Post-Panamax 0116,PIL,Post-Panamax,7176,346.2,13.5,B-04,3,2026-07-23T09:28:24.217340+00:00,2026-07-23T12:32:00.217340+00:00,2026-07-25T05:02:00.217340+00:00,15.5,17.4,0,41.4,40.5,0,NONE,SHIFT_A (06:00-14:00),3.06
IMO9300117,ZIM Post-Panamax 0117,ZIM,Post-Panamax,7865,322.3,13.9,B-04,3,2026-01-08T05:52:17.826588+00:00,2026-01-08T10:39:05.826588+00:00,2026-01-10T16:45:05.826588+00:00,15.5,12.3,0,50.1,54.1,238,TIDAL_WINDOW_MISSED,SHIFT_A (06:00-14:00),4.78
IMO9300118,X-Press Feeders Feeder 0118,X-Press Feeders,Feeder,2191,151.8,9.0,B-08,2,2024-11-01T15:37:03.501534+00:00,2024-11-01T16:42:27.501534+00:00,2024-11-02T07:48:27.501534+00:00,12.1,7.7,0,16.0,15.1,0,NONE,SHIFT_B (14:00-22:00),1.09
IMO9300119,PIL Post-Panamax 0119,PIL,Post-Panamax,6765,318.1,14.4,B-05,3,2026-05-30T18:48:53.023702+00:00,2026-05-30T19:34:29.023702+00:00,2026-06-01T19:52:29.023702+00:00,15.0,14.1,0,48.7,48.3,0,NONE,SHIFT_B (14:00-22:00),0.76
IMO9300120,COSCO Handymax 0120,COSCO,Handymax,3060,181.0,9.0,B-09,2,2024-11-29T21:19:58.598001+00:00,2024-11-29T23:48:46.598001+00:00,2024-11-30T19:42:46.598001+00:00,14.9,7.0,0,19.8,19.9,0,NONE,SHIFT_C (22:00-06:00),2.48
IMO9300121,OOCL Post-Panamax 0121,OOCL,Post-Panamax,7106,310.0,12.8,B-04,3,2026-05-16T22:57:17.427582+00:00,2026-05-16T23:28:29.427582+00:00,2026-05-19T12:22:29.427582+00:00,8.5,22.7,0,59.4,60.9,93,CRANE_OUTAGE,SHIFT_C (22:00-06:00),0.52
IMO9300122,ZIM Panamax 0122,ZIM,Panamax,3713,282.4,11.7,B-06,3,2025-09-17T03:11:26.615766+00:00,2025-09-17T04:24:38.615766+00:00,2025-09-18T15:54:38.615766+00:00,14.8,7.1,0,33.8,35.5,103,WEATHER,SHIFT_C (22:00-06:00),1.22
IMO9300123,PIL Handymax 0123,PIL,Handymax,2265,198.7,11.0,B-06,3,2026-08-01T21:02:47.949052+00:00,2026-08-01T21:21:23.949052+00:00,2026-08-02T18:09:23.949052+00:00,16.2,14.8,0,21.6,20.8,0,NONE,SHIFT_B (14:00-22:00),0.31
IMO9300124,CMA CGM Handymax 0124,CMA CGM,Handymax,2705,198.0,10.2,B-07,3,2024-12-25T11:46:08.528059+00:00,2024-12-25T14:18:32.528059+00:00,2024-12-26T15:36:32.528059+00:00,13.8,21.7,0,22.7,25.3,155,PILOT_UNAVAILABLE,SHIFT_B (14:00-22:00),2.54
IMO9300125,MSC Panamax 0125,MSC,Panamax,4245,278.2,11.0,B-05,3,2026-05-24T15:32:22.115976+00:00,2026-05-24T19:01:10.115976+00:00,2026-05-25T23:37:10.115976+00:00,14.0,29.4,1,29.2,28.6,0,NONE,SHIFT_B (14:00-22:00),3.48
IMO9300126,HMM ULCV 0126,HMM,ULCV,22740,370.3,15.1,B-01,4,2025-09-21T13:57:06.735165+00:00,2025-09-21T15:12:06.735165+00:00,2025-09-24T21:00:06.735165+00:00,16.0,8.4,0,71.6,77.8,369,CRANE_OUTAGE,SHIFT_B (14:00-22:00),1.25
IMO9300127,MSC Handymax 0127,MSC,Handymax,2093,213.0,8.6,B-08,2,2025-06-06T16:40:20.938980+00:00,2025-06-06T19:15:08.938980+00:00,2025-06-07T16:03:08.938980+00:00,12.6,18.2,0,20.1,20.8,0,NONE,SHIFT_B (14:00-22:00),2.58
IMO9300128,X-Press Feeders Panamax 0128,X-Press Feeders,Panamax,3245,240.8,10.1,B-05,3,2025-11-05T21:16:37.781925+00:00,2025-11-05T22:23:49.781925+00:00,2025-11-07T11:17:49.781925+00:00,15.2,14.9,0,36.6,36.9,0,NONE,SHIFT_C (22:00-06:00),1.12
IMO9300129,PIL Post-Panamax 0129,PIL,Post-Panamax,9535,348.8,12.8,B-05,3,2025-08-10T01:47:30.266623+00:00,2025-08-10T03:06:06.266623+00:00,2025-08-12T01:18:06.266623+00:00,16.3,10.6,0,46.5,46.2,0,NONE,SHIFT_C (22:00-06:00),1.31
IMO9300130,Yang Ming Panamax 0130,Yang Ming,Panamax,4341,287.4,11.8,B-06,3,2026-05-04T14:19:46.827647+00:00,2026-05-04T16:40:10.827647+00:00,2026-05-06T05:34:10.827647+00:00,16.5,8.1,0,31.9,36.9,299,YARD_CONGESTION,SHIFT_B (14:00-22:00),2.34
IMO9300131,X-Press Feeders Feeder 0131,X-Press Feeders,Feeder,1240,160.3,9.4,B-10,2,2026-01-07T06:35:33.143639+00:00,2026-01-07T08:41:33.143639+00:00,2026-01-08T02:17:33.143639+00:00,15.2,25.4,0,17.1,17.6,0,NONE,SHIFT_A (06:00-14:00),2.1
IMO9300132,HMM Panamax 0132,HMM,Panamax,4498,270.9,11.5,B-04,3,2025-12-03T23:08:29.409319+00:00,2025-12-03T23:30:41.409319+00:00,2025-12-05T11:36:41.409319+00:00,15.3,16.7,0,36.2,36.1,0,NONE,SHIFT_C (22:00-06:00),0.37
IMO9300133,HMM Post-Panamax 0133,HMM,Post-Panamax,7473,341.3,13.7,B-02,4,2024-10-16T14:39:17.559742+00:00,2024-10-16T14:39:17.559742+00:00,2024-10-18T20:03:17.559742+00:00,16.5,12.1,0,53.5,53.4,0,NONE,SHIFT_B (14:00-22:00),0.0
IMO9300134,MSC Panamax 0134,MSC,Panamax,4940,222.7,11.4,B-07,3,2026-06-03T00:28:39.138115+00:00,2026-06-03T01:50:15.138115+00:00,2026-06-04T15:44:15.138115+00:00,17.2,25.9,0,38.2,37.9,0,NONE,SHIFT_C (22:00-06:00),1.36
IMO9300135,ZIM Panamax 0135,ZIM,Panamax,5087,261.6,11.0,B-07,3,2025-04-26T05:51:57.444279+00:00,2025-04-26T07:07:33.444279+00:00,2025-04-27T11:01:33.444279+00:00,17.6,12.6,0,27.5,27.9,0,NONE,SHIFT_A (06:00-14:00),1.26
IMO9300136,Maersk Post-Panamax 0136,Maersk,Post-Panamax,8364,329.8,13.0,B-01,4,2025-07-25T08:06:17.950366+00:00,2025-07-25T08:06:17.950366+00:00,2025-07-27T04:54:17.950366+00:00,12.8,8.4,0,42.0,44.8,165,WEATHER,SHIFT_A (06:00-14:00),0.0
IMO9300137,Yang Ming Post-Panamax 0137,Yang Ming,Post-Panamax,7400,301.6,14.4,B-02,4,2026-09-04T13:22:28.099802+00:00,2026-09-04T14:50:04.099802+00:00,2026-09-06T08:02:04.099802+00:00,15.5,19.4,0,39.9,41.2,76,YARD_CONGESTION,SHIFT_B (14:00-22:00),1.46
IMO9300138,ONE Post-Panamax 0138,ONE,Post-Panamax,10418,328.0,14.5,B-05,3,2025-12-21T01:22:28.916748+00:00,2025-12-21T06:34:28.916748+00:00,2025-12-23T13:46:28.916748+00:00,8.9,30.3,1,47.9,55.2,438,WEATHER,SHIFT_A (06:00-14:00),5.199999999999999
IMO9300139,HMM Panamax 0139,HMM,Panamax,4009,262.7,10.4,B-06,3,2025-08-12T15:20:40.733265+00:00,2025-08-12T17:08:04.733265+00:00,2025-08-14T04:14:04.733265+00:00,19.3,11.2,0,31.4,35.1,222,CRANE_OUTAGE,SHIFT_B (14:00-22:00),1.79
IMO9300140,HMM Panamax 0140,HMM,Panamax,4555,240.1,11.1,B-07,3,2025-02-06T08:38:34.629853+00:00,2025-02-06T13:28:22.629853+00:00,2025-02-07T18:34:22.629853+00:00,12.3,30.1,1,29.3,29.1,0,NONE,SHIFT_A (06:00-14:00),4.83
IMO9300141,OOCL Handymax 0141,OOCL,Handymax,2555,188.6,10.6,B-08,2,2026-06-11T09:57:19.982769+00:00,2026-06-11T10:15:55.982769+00:00,2026-06-12T07:45:55.982769+00:00,12.9,10.1,0,22.4,21.5,0,NONE,SHIFT_A (06:00-14:00),0.31
IMO9300142,OOCL Panamax 0142,OOCL,Panamax,3021,227.0,11.5,B-05,3,2025-11-29T09:54:25.419455+00:00,2025-11-29T10:07:37.419455+00:00,2025-11-30T16:01:37.419455+00:00,16.0,28.4,1,29.2,29.9,0,NONE,SHIFT_A (06:00-14:00),0.22
IMO9300143,MSC Handymax 0143,MSC,Handymax,3175,216.3,8.7,B-07,3,2025-08-29T03:22:31.500741+00:00,2025-08-29T05:07:31.500741+00:00,2025-08-30T08:25:31.500741+00:00,10.3,27.0,0,26.6,27.3,0,NONE,SHIFT_C (22:00-06:00),1.75
IMO9300144,X-Press Feeders ULCV 0144,X-Press Feeders,ULCV,18742,392.8,14.9,B-01,4,2026-09-11T12:21:34.088245+00:00,2026-09-11T15:07:10.088245+00:00,2026-09-14T18:31:10.088245+00:00,16.0,16.6,1,63.5,75.4,716,TIDAL_WINDOW_MISSED,SHIFT_B (14:00-22:00),2.76
IMO9300145,Hapag-Lloyd Panamax 0145,Hapag-Lloyd,Panamax,3789,279.6,10.9,B-04,3,2026-01-23T06:07:55.020648+00:00,2026-01-23T06:55:55.020648+00:00,2026-01-24T18:19:55.020648+00:00,11.9,20.1,0,35.2,35.4,0,NONE,SHIFT_A (06:00-14:00),0.8
IMO9300146,X-Press Feeders Feeder 0146,X-Press Feeders,Feeder,977,179.6,8.3,B-09,2,2025-05-24T15:40:29.487318+00:00,2025-05-24T16:50:41.487318+00:00,2025-05-25T12:20:41.487318+00:00,15.5,8.7,0,20.0,19.5,0,NONE,SHIFT_B (14:00-22:00),1.17
IMO9300147,HMM Feeder 0147,HMM,Feeder,2280,187.2,7.8,B-10,2,2026-09-09T22:54:45.634343+00:00,2026-09-09T23:20:33.634343+00:00,2026-09-10T19:08:33.634343+00:00,12.2,5.2,0,19.9,19.8,0,NONE,SHIFT_C (22:00-06:00),0.43
IMO9300148,ZIM Neo-Panamax 0148,ZIM,Neo-Panamax,12416,357.9,14.8,B-02,4,2025-07-02T23:01:57.704604+00:00,2025-07-03T01:53:33.704604+00:00,2025-07-05T12:47:33.704604+00:00,16.2,9.5,1,59.2,58.9,0,NONE,SHIFT_C (22:00-06:00),2.86
IMO9300149,OOCL Panamax 0149,OOCL,Panamax,3894,273.0,11.6,B-05,3,2025-05-16T16:14:26.379972+00:00,2025-05-16T16:14:26.379972+00:00,2025-05-17T22:38:26.379972+00:00,12.7,15.8,0,28.7,30.4,102,YARD_CONGESTION,SHIFT_B (14:00-22:00),0.0
IMO9300150,ONE Feeder 0150,ONE,Feeder,1471,164.4,7.4,B-10,2,2025-11-04T06:40:56.175402+00:00,2025-11-04T07:56:32.175402+00:00,2025-11-05T04:20:32.175402+00:00,14.1,19.1,0,15.9,20.4,273,YARD_CONGESTION,SHIFT_A (06:00-14:00),1.26
IMO9300151,SITC Post-Panamax 0151,SITC,Post-Panamax,6972,306.6,13.3,B-05,3,2025-10-20T12:02:10.862778+00:00,2025-10-20T13:39:58.862778+00:00,2025-10-22T14:15:58.862778+00:00,11.8,13.2,0,49.5,48.6,0,NONE,SHIFT_A (06:00-14:00),1.63
IMO9300152,CMA CGM Handymax 0152,CMA CGM,Handymax,2141,201.6,8.7,B-09,2,2026-08-26T08:23:13.853201+00:00,2026-08-26T08:23:13.853201+00:00,2026-08-27T06:11:13.853201+00:00,14.9,13.4,0,19.3,21.8,152,PILOT_UNAVAILABLE,SHIFT_A (06:00-14:00),0.0
IMO9300153,X-Press Feeders Handymax 0153,X-Press Feeders,Handymax,2773,197.9,10.8,B-09,2,2026-07-22T10:37:41.021571+00:00,2026-07-22T13:31:05.021571+00:00,2026-07-24T00:07:05.021571+00:00,13.7,7.4,0,24.9,34.6,582,TIDAL_WINDOW_MISSED,SHIFT_A (06:00-14:00),2.89
IMO9300154,Yang Ming Panamax 0154,Yang Ming,Panamax,4222,278.4,11.5,B-07,3,2025-05-21T14:23:21.804668+00:00,2025-05-21T15:38:21.804668+00:00,2025-05-22T21:56:21.804668+00:00,11.2,16.1,0,30.7,30.3,0,NONE,SHIFT_B (14:00-22:00),1.25
IMO9300155,COSCO Handymax 0155,COSCO,Handymax,3259,181.3,10.2,B-06,3,2026-03-29T00:33:33.721223+00:00,2026-03-29T04:29:57.721223+00:00,2026-03-30T00:59:57.721223+00:00,15.5,14.2,0,21.4,20.5,0,NONE,SHIFT_C (22:00-06:00),3.94
IMO9300156,ONE Panamax 0156,ONE,Panamax,3573,272.8,11.6,B-06,3,2026-04-02T16:53:01.882569+00:00,2026-04-02T16:53:01.882569+00:00,2026-04-04T07:17:01.882569+00:00,12.4,27.2,0,29.9,38.4,509,WEATHER,SHIFT_B (14:00-22:00),0.0
IMO9300157,ZIM Handymax 0157,ZIM,Handymax,3067,215.1,11.0,B-07,3,2025-11-24T15:01:38.241653+00:00,2025-11-24T16:47:50.241653+00:00,2025-11-25T22:17:50.241653+00:00,16.8,17.1,0,23.8,29.5,344,CRANE_OUTAGE,SHIFT_B (14:00-22:00),1.77
IMO9300158,PIL Panamax 0158,PIL,Panamax,5148,285.9,11.3,B-06,3,2025-05-05T04:31:52.884689+00:00,2025-05-05T05:39:40.884689+00:00,2025-05-06T15:09:40.884689+00:00,14.1,13.4,0,34.1,33.5,0,NONE,SHIFT_C (22:00-06:00),1.13
IMO9300159,Hapag-Lloyd Feeder 0159,Hapag-Lloyd,Feeder,1951,178.3,9.3,B-09,2,2024-10-21T20:39:10.909614+00:00,2024-10-21T21:10:22.909614+00:00,2024-10-22T20:28:22.909614+00:00,14.2,10.1,0,19.4,23.3,234,YARD_CONGESTION,SHIFT_B (14:00-22:00),0.52
IMO9300160,ONE Feeder 0160,ONE,Feeder,2038,133.1,7.9,B-10,2,2026-08-20T17:28:39.965610+00:00,2026-08-20T20:31:03.965610+00:00,2026-08-21T15:07:03.965610+00:00,15.3,5.6,0,15.7,18.6,171,CRANE_OUTAGE,SHIFT_B (14:00-22:00),3.04
IMO9300161,Wan Hai Panamax 0161,Wan Hai,Panamax,3867,241.2,11.8,B-05,3,2024-10-25T23:13:46.903033+00:00,2024-10-26T03:59:22.903033+00:00,2024-10-27T12:47:22.903033+00:00,19.3,14.8,0,32.2,32.8,0,NONE,SHIFT_C (22:00-06:00),4.76
IMO9300162,ZIM Panamax 0162,ZIM,Panamax,4471,246.6,11.1,B-06,3,2026-03-13T23:44:19.509292+00:00,2026-03-14T03:41:19.509292+00:00,2026-03-15T22:41:19.509292+00:00,13.7,15.5,0,32.0,43.0,660,TIDAL_WINDOW_MISSED,SHIFT_C (22:00-06:00),3.95
IMO9300163,Wan Hai Post-Panamax 0163,Wan Hai,Post-Panamax,9890,345.7,13.2,B-01,4,2025-08-09T10:42:28.585501+00:00,2025-08-09T12:22:04.585501+00:00,2025-08-11T15:34:04.585501+00:00,15.5,10.4,0,51.9,51.2,0,NONE,SHIFT_A (06:00-14:00),1.66
IMO9300164,X-Press Feeders Handymax 0164,X-Press Feeders,Handymax,3127,202.8,9.1,B-08,2,2026-03-17T00:51:59.340356+00:00,2026-03-17T01:29:47.340356+00:00,2026-03-17T23:59:47.340356+00:00,17.0,23.1,0,23.2,22.5,0,NONE,SHIFT_C (22:00-06:00),0.63
IMO9300165,Evergreen Post-Panamax 0165,Evergreen,Post-Panamax,8007,307.0,13.6,B-05,3,2024-10-05T15:28:40.909289+00:00,2024-10-05T18:29:16.909289+00:00,2024-10-07T23:23:16.909289+00:00,13.9,23.7,0,53.9,52.9,0,NONE,SHIFT_B (14:00-22:00),3.01
IMO9300166,Yang Ming Feeder 0166,Yang Ming,Feeder,1247,134.1,7.4,B-10,2,2025-10-25T02:00:36.515350+00:00,2025-10-25T04:50:24.515350+00:00,2025-10-26T00:14:24.515350+00:00,11.8,5.1,0,14.5,19.4,294,YARD_CONGESTION,SHIFT_C (22:00-06:00),2.83
IMO9300167,KMTC Feeder 0167,KMTC,Feeder,1362,130.7,8.3,B-10,2,2024-10-14T21:16:17.576373+00:00,2024-10-15T00:29:29.576373+00:00,2024-10-15T19:53:29.576373+00:00,14.9,19.0,0,20.2,19.4,0,NONE,SHIFT_C (22:00-06:00),3.22
IMO9300168,ONE Feeder 0168,ONE,Feeder,1525,167.2,7.6,B-09,2,2025-02-23T05:25:27.666675+00:00,2025-02-23T05:25:27.666675+00:00,2025-02-23T23:37:27.666675+00:00,16.4,5.8,0,17.9,18.2,0,NONE,SHIFT_C (22:00-06:00),0.0
IMO9300169,CMA CGM Handymax 0169,CMA CGM,Handymax,2064,206.1,10.6,B-06,3,2025-11-30T14:02:21.417384+00:00,2025-11-30T14:44:21.417384+00:00,2025-12-01T21:26:21.417384+00:00,15.9,18.1,0,23.7,30.7,420,WEATHER,SHIFT_B (14:00-22:00),0.7
IMO9300170,COSCO Post-Panamax 0170,COSCO,Post-Panamax,8382,344.7,14.3,B-02,4,2024-12-08T17:12:12.520205+00:00,2024-12-08T18:42:12.520205+00:00,2024-12-10T18:48:12.520205+00:00,13.2,19.4,0,45.0,48.1,188,YARD_CONGESTION,SHIFT_B (14:00-22:00),1.5
IMO9300171,MSC Neo-Panamax 0171,MSC,Neo-Panamax,10128,344.7,15.2,B-01,4,2025-07-22T19:26:43.760186+00:00,2025-07-22T21:53:07.760186+00:00,2025-07-25T08:41:07.760186+00:00,11.7,13.2,1,54.0,58.8,289,WEATHER,SHIFT_B (14:00-22:00),2.44
IMO9300172,Wan Hai Post-Panamax 0172,Wan Hai,Post-Panamax,7142,319.2,14.0,B-05,3,2025-03-30T19:50:27.724279+00:00,2025-03-30T22:05:27.724279+00:00,2025-04-01T22:35:27.724279+00:00,15.6,12.2,0,48.4,48.5,0,NONE,SHIFT_C (22:00-06:00),2.25
IMO9300173,X-Press Feeders Panamax 0173,X-Press Feeders,Panamax,4119,287.8,10.7,B-07,3,2025-09-30T04:38:40.034941+00:00,2025-09-30T04:38:40.034941+00:00,2025-10-01T10:32:40.034941+00:00,17.9,13.9,0,29.8,29.9,0,NONE,SHIFT_C (22:00-06:00),0.0
IMO9300174,CMA CGM Post-Panamax 0174,CMA CGM,Post-Panamax,7763,304.1,12.8,B-04,3,2026-02-02T07:59:07.013035+00:00,2026-02-02T07:59:43.013035+00:00,2026-02-04T06:05:43.013035+00:00,16.0,6.7,0,46.6,46.1,0,NONE,SHIFT_A (06:00-14:00),0.01
IMO9300175,Evergreen Feeder 0175,Evergreen,Feeder,1849,155.9,8.4,B-09,2,2026-07-05T20:43:21.593770+00:00,2026-07-05T23:36:45.593770+00:00,2026-07-06T18:48:45.593770+00:00,15.7,17.2,0,19.5,19.2,0,NONE,SHIFT_C (22:00-06:00),2.89
